COMPANYID,CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,STAGECODE,FLAGCODE,PROCESSCODE,PROCESSSERNO,SHOPCODE,WORKCODE,SECTCODE,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,ACTUALSTARTDATE,ACTUALFINISHDATE,ACTUALDURATION,VOL1,MH1,VOL2,MH2,VOL3,MH3,KLOFFSET,DESCUPDOWN,LINEPOSITION,NETWORKID,ACTIVITYDESC,RESOURCEFLAG,DISTRIBCODE,PROCESSRATIO,ACTUALIFDATE,OPERATIONSTARTDATE,OPERATIONFINISHDATE,OPERATIONIFDATE,CALENDAR_CASENO,CGCODE,CCCODE,CREATEDATE,CREATEUSER,UPDATEDATE,UPDATEUSER,PLANVOLMH,ACTUALVOLMH,MH4,ACTUALIFINDC
D,2020-36-04,5466,C133CP00,133,B,J,C,C,P00,CTS,CPBK,2100,2019-09-27,2019-11-04,26,2019-10-24,2019-10-24,,0,0,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,S524A000,524,B,B,S,A,000,PBS,SBBK,####,2019-11-12,2019-11-28,13,2019-11-05,2019-12-02,,2101.5,345.6,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,320.6,Y
D,2020-36-04,5466,W804GA00,804,B,A,W,G,A00,BOS,WBHD,2204,2020-01-10,2020-01-13,2,,,,0,0,0,0,0,0,,,,,,,,,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,W134GL00,134,B,L,W,G,L00,NO1,####,####,2019-12-19,2019-12-24,4,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,C544CP00,544,B,J,C,C,P00,CTS,CPBK,2100,2019-11-13,2019-11-29,13,2019-11-08,2019-11-25,,0,7.2,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,1.1,Y
D,2020-36-04,5466,C431CP00,431,B,J,C,C,P00,CTS,CPBK,2100,2019-10-25,2019-11-06,9,,,,0,0,0,0,0,0,,,,,,,,,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,W727GA00,727,B,A,W,G,A00,BOS,WBHD,2204,2020-01-08,2020-01-20,9,2020-01-07,2020-01-10,,0,22,0,0,0,0,,,,,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,21.1,Y
D,2020-36-04,5466,C108CP00,108,B,J,C,C,P00,CTS,CPBK,2100,2019-10-01,2019-10-28,19,2019-09-30,,,0,3.1,0,0,0,0,,,,,,,,74.8,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,4.7,Y
D,2020-36-04,5466,P125BP00,125,B,B,P,B,P00,PSA,PBPT,9999,2019-12-13,2019-12-23,7,2019-12-27,2019-12-27,,1089.2,75.7,2354.2,0,2,0,0,,0,,,,,100,,,,,,PB201,3136,2020-04-20,1007589,2020-05-07,1005840,,,65.7,Y
D,2020-36-04,5466,S108A000,108,B,B,S,A,000,PSH,SBBK,####,2019-10-14,2019-11-08,20,2019-10-24,2019-11-13,,1459.4,673.6,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,3136,2020-04-20,1007589,2020-05-07,1005840,,,532,Y
D,2020-36-04,5466,Z132ZBI0,132,B,B,Z,Z,BI0,SSC,ESCF,9999,2019-10-17,2019-10-18,2,2019-11-12,2019-11-12,,215.9,45.4,0,39.4,0,0,0,,0,0,,,,100,,,,,,ZZ101,,2020-04-20,1007589,2020-05-07,1005840,,,38.9,Y
D,2020-36-04,5466,W223GA00,223,B,A,W,G,A00,BOS,WBHD,2204,2019-11-12,2019-11-21,8,2019-11-14,2019-11-16,,0,42.9,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,41.1,Y
D,2020-36-04,5466,Z225ZBI0,225,B,B,Z,Z,BI0,TEX,ESCF,2901,2019-11-26,2019-11-27,2,2019-11-27,2019-11-22,,296.6,70.9,0,64.9,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,60.8,Y
D,2020-36-04,5466,C223CP00,223,B,J,C,C,P00,CTS,CPBK,2100,2019-10-17,2019-11-05,14,2019-10-15,2019-11-05,,0,4.4,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,6.6,Y
D,2020-36-04,5466,C551CP00,551,B,J,C,C,P00,CTS,CPBK,2100,2019-10-29,2019-11-13,12,,,,0,0,0,0,0,0,,,,,,,,,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,P643BP01,643,B,B,P,B,P01,NO1,PBPT,6200,2020-02-06,2020-02-07,2,2020-02-21,2020-02-21,,0,0,0,0,0,0,,,,,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,1.1,Y
D,2020-36-04,5466,W131GS00,131,B,S,W,G,S00,3DS,WBER,3103,2019-08-12,2019-08-19,5,,,,0,0,0,0,0,0,0,,0,,,,,,,,,,,WG101,3100,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,S135A000,135,B,B,S,A,000,PSA,SBBK,####,2019-10-23,2019-12-10,35,2019-11-04,2019-12-12,,863.6,436.9,0,0,0,0,0,,0,,,,,100,,,,,,SA101,3136,2020-04-20,1007589,2020-05-07,1005840,,,379.4,Y
D,2020-36-04,5466,C622CC00,622,B,J,C,C,C00,CTS,CCBK,2100,2019-11-04,2019-11-27,18,2019-10-23,2019-11-13,,195.6,109.7,0,0,0,0,,,,,,,,100,,,,,,SC002,2100,2020-04-20,1007589,2020-05-14,1003361,,,99.7,Y
D,2020-36-04,5466,C442CC00,442,B,J,C,C,C00,CTS,CCBK,2100,2019-12-24,2020-01-07,8,2019-12-20,2020-01-21,,72.7,37.6,0,0,0,0,,,,,,,,99,,,,,,SC002,2100,2020-04-20,1007589,2020-05-14,1003361,,,33.8,Y
D,2020-36-04,5466,C951CP00,951,B,J,C,C,P00,CTS,CPBK,2100,2019-07-22,2019-08-23,14,,,,0,0,0,0,0,0,,,,,,,,,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0,Y
D,2020-36-04,5466,C651CP00,651,B,J,C,C,P00,CTS,CPBK,2100,2019-11-22,2019-12-09,12,2019-11-26,2019-11-28,,0,0,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,W537GA00,537,B,A,W,G,A00,BOS,WBHD,2204,2019-12-19,2019-12-24,4,2019-12-20,2019-12-20,,0,11.9,0,0,0,0,,,,,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,11.4,Y
D,2020-36-04,5466,C537CC00,537,B,J,C,C,C00,CTS,CCBK,2100,2019-11-21,2019-12-10,14,,,,239,5,0,0,0,0,,,,,,,,,,,,,,SC002,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,C537CP00,537,B,J,C,C,P00,CTS,CPBK,2100,2019-11-20,2019-12-09,14,,,,0,0,0,0,0,0,,,,,,,,,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,W835GA00,835,B,A,W,G,A00,BOS,WBHD,2204,2020-01-16,2020-01-22,5,2020-01-22,2020-01-23,,0,23,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,22,Y
D,2020-36-04,5466,P636BP01,636,B,B,P,B,P01,NO1,PBPT,6200,2019-12-20,2019-12-24,3,2020-02-21,2020-02-21,,0,0,0,0,0,0,0,,0,0,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,1.1,Y
D,2020-36-04,5466,W132GC00,132,B,C,W,G,C00,SSC,WBER,3123,2019-08-23,2019-09-24,21,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,WG101,,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,P539BP00,539,B,B,P,B,P00,NTA,PBPT,6200,2020-01-07,2020-01-14,6,2020-01-03,2020-01-08,,4299.5,107.7,4410.4,0,2,0,0,,0,0,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,93.5,Y
D,2020-36-04,5466,S733A000,733,B,B,S,A,000,PBS,SBBK,####,2019-12-05,2019-12-26,15,2019-12-03,2019-12-28,,2325.2,496,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,509.1,Y
D,2020-36-04,5466,W134GS00,134,B,S,W,G,S00,N+3,WBER,3103,2019-10-18,2019-10-24,5,,,,0,0,0,0,0,0,0,,0,,,,,,,,,,,WG101,3100,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,Z237ZBI0,237,B,B,Z,Z,BI0,TEX,ESCF,2901,2019-12-05,2019-12-06,2,2019-12-10,2019-12-10,,266.7,63.9,0,58.3,0,0,,,,,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,54.8,Y
D,2020-36-04,5466,W237GC00,237,B,C,W,G,C00,PBS,WBHD,2204,2019-11-06,2019-11-22,13,2019-11-22,2019-11-22,,0,8.6,0,0,0,0,,,,,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,8.2,Y
D,2020-36-04,5466,P654BP00,654,B,B,P,B,P00,NO1,PBPT,6200,2020-01-16,2020-01-29,7,2020-01-21,2020-02-03,,7025,136.2,6765.9,124.2,3,0,0,,0,0,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,118.3,Y
D,2020-36-04,5466,P431BC00,431,B,B,P,B,C00,NO1,PBBT,6200,2019-11-25,2019-11-25,1,2019-11-26,2019-11-27,,175.8,7.5,161.9,7.8,0,0,0,,0,0,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,7.5,Y
D,2020-36-04,5466,W261GA00,261,B,A,W,G,A00,GOS,WBHD,2204,2019-10-31,2019-11-14,11,2019-11-07,2019-11-16,,0,209.7,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,201,Y
D,2020-36-04,5466,P262BC00,262,B,B,P,B,C00,NO1,PBBT,6200,2019-11-25,2019-11-25,1,2019-11-28,2019-11-29,,3388.8,116.1,3158.8,121.9,0,0,0,,0,0,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,116.9,Y
D,2020-36-04,5466,S107A000,107,B,B,S,A,000,NPS,SBBK,####,2019-12-09,2019-12-20,10,2019-12-07,2019-12-25,,300.3,131.1,0,0,0,0,0,U,0,0,,,,100,,,,,,SA101,2500,2020-04-20,1007589,2020-05-07,1005840,,,133.8,Y
D,2020-36-04,5466,S533A000,533,B,B,S,A,000,PBS,SBBK,####,2019-11-04,2019-11-22,15,2019-10-23,2019-11-22,,2864.9,533.6,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,552.6,Y
D,2020-36-04,5466,Z524ZBR0,524,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-01-07,2020-01-07,1,2019-12-30,2019-12-30,,31.9,2.7,0,3.4,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,2.3,Y
D,2020-36-04,5466,C905CP00,905,B,J,C,C,P00,CTS,CPBK,2100,2019-08-16,2019-09-04,14,,,8,0,4,0,0,0,0,,,,,,,,,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0,Y
D,2020-36-04,5466,C272CC00,272,B,J,C,C,C00,CTS,CCBK,2100,2019-10-15,2019-11-05,16,,,17,288.7,26.8,0,0,0,0,,,,,,,,,,,,,,SC002,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,W152GB00,152,B,B,W,G,B00,POS,WBER,3103,2019-10-30,2019-11-07,7,2019-11-05,2019-12-02,,0,108.3,0,0,0,0,0,,0,0,,,,100,,,,,,WG101,3100,2020-04-20,1007589,2020-05-07,1005840,,,104.9,Y
D,2020-36-04,5466,Z110ZBI0,110,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-10-21,2019-10-21,1,2019-11-08,2019-11-08,,11.3,2.7,0,2.5,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,2.3,Y
D,2020-36-04,5466,S635A000,635,B,B,S,A,000,PBS,SBBK,####,2019-10-31,2019-11-20,15,2019-10-26,2020-01-28,,3060.1,592.1,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,594.5,Y
D,2020-36-04,5466,W205GA00,205,B,A,W,G,A00,BOS,WBHD,2204,2019-12-11,2019-12-23,9,2019-12-13,2019-12-21,,0,116.6,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,111.7,Y
D,2020-36-04,5466,P225BP00,225,B,B,P,B,P00,TEX,PBPT,6200,2019-12-05,2019-12-13,7,2019-12-10,2019-12-16,,8263,189.3,8531.5,170.1,5,0,0,,0,0,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,164.4,Y
D,2020-36-04,5466,S932A000,932,B,B,S,A,000,SHD,SBBK,####,2019-08-14,2019-09-04,15,,,,978.5,321.5,0,0,0,0,0,,0,0,,,,,,,,,,SA201,3136,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,S227A000,227,B,B,S,A,000,PBS,SBBK,####,2019-10-31,2019-11-28,21,2019-11-07,2019-11-28,,3045.8,825.3,0,0,0,0,0,,0,,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,882.6,Y
D,2020-36-04,5466,P227BP00,227,B,B,P,B,P00,TEX,PBPT,6200,2019-12-17,2019-12-26,7,2019-12-19,2019-12-30,,7634.8,176.7,7951.9,158.6,5,0,0,,0,,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,153.4,Y
D,2020-36-04,5466,P541BC00,541,B,B,P,B,C00,NTA,PBBT,6200,2020-01-06,2020-01-06,1,2019-12-30,2019-12-31,,2513.6,91.2,2375.1,0,0,0,0,,0,0,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,91.8,Y
D,2020-36-04,5466,U182GB00,182,B,B,U,G,B00,OOS,WBER,3103,2019-11-13,2019-11-22,8,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,WG101,3100,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,P571BC00,571,B,B,P,B,C00,NO1,PBBT,6200,2020-01-15,2020-01-15,1,2020-01-09,2020-01-10,,255.7,10,389,10.7,0,0,0,,0,,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,10.1,Y
D,2020-36-04,5466,W283GC00,283,B,C,W,G,C00,GBS,WBHD,2204,2019-12-09,2019-12-19,9,2019-12-18,2019-12-18,,0,6.8,0,0,0,0,0,,0,,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,6.5,Y
D,2020-36-04,5466,Z283ZBR0,283,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-01-29,2020-01-29,1,2020-01-23,2020-01-23,,153.1,15.5,0,14.3,0,0,0,,0,,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,13.2,Y
D,2020-36-04,5466,S622A000,622,B,B,S,A,000,N+F,SBBK,####,2019-11-13,2019-12-09,19,2019-10-31,2019-12-10,,2426.3,803,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,4700,2020-04-20,1007589,2020-05-07,1005840,,,760.4,Y
D,2020-36-04,5466,W544GA00,544,B,A,W,G,A00,BOS,WBHD,2204,2019-12-11,2019-12-16,4,2019-12-17,2019-12-18,,0,14.1,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,13.5,Y
D,2020-36-04,5466,W294GC00,294,B,C,W,G,C00,OFD,WBHD,3103,2019-11-28,2019-12-11,10,2019-12-17,2020-01-13,,0,17.9,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,3100,2020-04-20,1007589,2020-05-07,1005840,,,17.2,Y
D,2020-36-04,5466,P643BC00,643,B,B,P,B,C00,NO1,PBBT,6200,2020-01-20,2020-01-20,1,2020-01-21,2020-01-22,,3483.6,107.4,3269.6,114.3,0,0,0,,0,,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,108.1,Y
D,2020-36-04,5466,Z643ZBR0,643,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-02-04,2020-02-05,2,2020-02-05,2020-02-05,,373.8,38,0,35,0,0,0,,0,,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,32.4,Y
D,2020-36-04,5466,W643GC00,643,B,C,W,G,C00,GBS,WBHD,2204,2019-12-17,2019-12-30,9,2019-12-23,2019-12-23,,0,22.4,0,0,0,0,,,,,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,21.5,Y
D,2020-36-04,5466,C643CP00,643,B,J,C,C,P00,CTS,CPBK,2100,2019-11-29,2019-12-20,16,2019-11-25,2019-12-11,,0,12.2,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,1.5,Y
D,2020-36-04,5466,S643A000,643,B,B,S,A,000,GBS,SBBK,####,2019-12-11,2020-01-07,17,2019-12-06,2020-01-06,,3181.4,1095.9,0,0,0,0,0,,0,,,,,100,,,,,,SA101,2630,2020-04-20,1007589,2020-05-07,1005840,,,1062.9,Y
D,2020-36-04,5466,C529CC00,529,B,J,C,C,C00,CTS,CCBK,2100,2019-10-30,2019-11-18,14,2019-10-29,2019-12-27,,244.5,133.7,0,0,0,0,,,,,,,,100,,,,,,SC002,2100,2020-04-20,1007589,2020-05-14,1003361,,,93.6,Y
D,2020-36-04,5466,C661CC00,661,B,J,C,C,C00,CTS,CCBK,2100,2019-10-22,2019-11-18,20,2019-10-22,2019-11-08,,191.7,130.8,0,0,0,0,,,,,,,,100,,,,,,SC002,2100,2020-04-20,1007589,2020-05-14,1003361,,,128.5,Y
D,2020-36-04,5466,W271GC00,271,B,C,W,G,C00,GBS,WBHD,2204,2019-10-23,2019-11-04,9,2019-10-26,2019-10-29,,0,8.3,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,8,Y
D,2020-36-04,5466,Z203ZDI0,203,E,D,Z,Z,DI0,NO1,ESCF,2901,2020-01-14,2020-01-14,1,2020-01-15,2020-01-15,,77.3,6.5,0,0,0,0,0,,0,0,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,22.2,Y
D,2020-36-04,5466,Z10FZDI0,10F,E,D,Z,Z,DI0,NO1,ESCF,2901,2020-02-07,2020-02-07,1,2020-02-11,2020-02-20,,286,20.2,0,0,0,0,0,,0,0,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,69.3,Y
D,2020-36-04,5466,E723DS00,723,E,D,E,D,S00,NO1,EHES,4100,2020-01-17,2020-01-23,5,2020-01-16,2020-01-18,,,19.9,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,19.9,Y
D,2020-36-04,5466,Z12DZDI0,12D,E,D,Z,Z,DI0,NO1,ESCF,2901,2020-01-31,2020-01-31,1,2020-02-01,2020-02-20,,266.2,18.8,0,0,0,0,0,,0,0,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,64.5,Y
D,2020-36-04,5466,Z80CZDI0,80C,E,D,Z,Z,DI0,NO1,ESCF,2901,2020-03-10,2020-03-10,1,2020-03-10,2020-03-14,,31.3,2.2,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,7.6,Y
D,2020-36-04,5466,E80CDG00,80C,E,D,E,D,G00,NO1,EHEF,4100,2020-03-12,2020-03-26,11,2020-03-10,2020-03-30,,359.3,559.7,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,560.8,Y
D,2020-36-04,5466,E80CDS00,80C,E,D,E,D,S00,NO1,EHES,4100,2020-03-11,2020-03-17,5,2020-03-09,2020-03-10,,,38.9,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,39,Y
D,2020-36-04,5466,Z80DZDI0,80D,E,D,Z,Z,DI0,NO1,ESCF,2901,2020-03-12,2020-03-12,1,2020-03-12,2020-03-14,,212,14.4,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,49.4,Y
D,2020-36-04,5466,E80DDG00,80D,E,D,E,D,G00,NO1,EHEF,4100,2020-03-16,2020-03-30,11,2020-03-11,2020-03-30,,436.9,597.6,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,598.8,Y
D,2020-36-04,5466,E80DDS00,80D,E,D,E,D,S00,NO1,EHES,4100,2020-03-13,2020-03-19,5,2020-03-11,2020-03-14,,,47,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,47.1,Y
D,2020-36-04,5466,Z80BZDI0,80B,E,D,Z,Z,DI0,NO1,ESCF,2901,2020-03-09,2020-03-09,1,2020-03-07,2020-03-09,,32,2.3,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,7.7,Y
D,2020-36-04,5466,E80BDG00,80B,E,D,E,D,G00,NO1,EHEF,4100,2020-03-11,2020-03-25,11,2020-03-10,2020-03-30,,330.7,481.7,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,482.7,Y
D,2020-36-04,5466,E80BDS00,80B,E,D,E,D,S00,NO1,EHES,4100,2020-03-10,2020-03-16,5,2020-03-06,2020-03-07,,,31,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,31.1,Y
D,2020-36-04,5466,E204DG00,204,E,D,E,D,G00,NO1,EHEF,4100,2020-01-16,2020-02-03,10,2020-01-16,2020-02-20,,134.2,175.7,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,176.1,Y
D,2020-36-04,5466,E204DS00,204,E,D,E,D,S00,NO1,EHES,4100,2020-01-15,2020-01-21,5,2020-01-15,2020-01-16,,,24.2,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,24.2,Y
D,2020-36-04,5466,Z204ZDI0,204,E,D,Z,Z,DI0,NO1,ESCF,2901,2020-01-14,2020-01-14,1,2020-01-19,2020-01-19,,20.8,1.9,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,6.6,Y
D,2020-36-04,5466,E724DG00,724,E,D,E,D,G00,NO1,EHEF,4100,2020-01-22,2020-02-07,10,2020-01-16,2020-02-05,,92.9,94.2,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,94.4,Y
D,2020-36-04,5466,E724DS00,724,E,D,E,D,S00,NO1,EHES,4100,2020-01-21,2020-01-30,5,2020-01-16,2020-01-20,,,16,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,16,Y
D,2020-36-04,5466,Z20JZDI0,20J,E,D,Z,Z,DI0,NO1,ESCF,2901,2020-03-04,2020-03-04,1,2020-03-05,2020-03-11,,693.7,49.7,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,170.5,Y
D,2020-36-04,5466,E20JDS00,20J,E,D,E,D,S00,NO1,EHES,4100,2020-03-05,2020-03-11,5,2020-01-29,2020-03-05,,,163.1,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,163.4,Y
D,2020-36-04,5466,E20JDG00,20J,E,D,E,D,G00,NO1,EHEF,4100,2020-03-06,2020-03-20,11,2020-03-04,2020-03-27,,766,1021.7,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,1023.8,Y
D,2020-36-04,5466,Z20KZDI0,20K,E,D,Z,Z,DI0,NO1,ESCF,2901,2020-03-04,2020-03-04,1,2020-03-05,2020-03-11,,278,20,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,68.5,Y
D,2020-36-04,5466,E20KDG00,20K,E,D,E,D,G00,NO1,EHEF,4100,2020-03-06,2020-03-20,11,2020-03-04,2020-03-27,,804.2,1019.7,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,1021.8,Y
D,2020-36-04,5466,Z20LZDI0,20L,E,D,Z,Z,DI0,NO1,ESCF,2901,2020-03-05,2020-03-05,1,2020-03-05,2020-03-11,,1094.7,78.5,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,269,Y
D,2020-36-04,5466,E20LDS00,20L,E,D,E,D,S00,NO1,EHES,4100,2020-03-06,2020-03-12,5,2020-03-04,2020-03-06,,,165.3,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,165.6,Y
D,2020-36-04,5466,E20LDG00,20L,E,D,E,D,G00,NO1,EHEF,4100,2020-03-09,2020-03-23,11,2020-03-04,2020-03-27,,831.7,1070.1,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,1072.3,Y
D,2020-36-04,5466,Z726ZDI0,726,E,D,Z,Z,DI0,NO1,ESCF,2901,2020-01-30,2020-01-30,1,2020-02-01,2020-02-05,,112.3,7.9,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,27.2,Y
D,2020-36-04,5466,E736DG00,736,E,D,E,D,G00,NO1,EHEF,4100,2020-02-03,2020-02-14,10,2020-01-28,2020-02-08,,169.3,203.9,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,204.3,Y
D,2020-36-04,5466,E736DS00,736,E,D,E,D,S00,NO1,EHES,4100,2020-01-31,2020-02-06,5,2020-01-28,2020-02-01,,,20.3,0,0,0,0,,,,,,,,100,,,,,,SE401,4100,2020-04-20,1007589,2020-05-07,1005840,,,20.3,Y
D,2020-36-04,5466,Z736ZDI0,736,E,D,Z,Z,DI0,NO1,ESCF,2901,2020-01-30,2020-01-30,1,2020-01-31,2020-02-06,,141.3,10,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,34.3,Y
